element 1,element 2,element 3,element 4,element 5,element 6,element 7,element 8,element 9,element 10,element 11,element 12,property 4
0.6935506273438585,0.1990832908930969,-1.0,-1.0,0.0092596879485161,0.0092596879485161,0.000324089078198,0.0002777906384554,0.0002777906384554,0.0,0.0,0.0,0.3988510420858148
0.9565727699530516,0.0097809076682316,-1.0,-1.0,0.0166275430359937,0.0009780907668231,0.0001956181533646,0.0068466353677621,0.0001956181533646,0.0,0.0,0.0,1.3419582333449944
0.0045703839122486,0.00355474304286,0.0001015640869388,0.0,-1.0,0.0005078204346942,0.0,0.0,0.0,0.0020312817387771,0.0015234613040828,-1.0,-0.9181594644590676
0.993126805458711,0.0,0.0049805757545572,0.0,0.0,0.0,0.0003984460603645,0.0009961151509114,0.0004980575754557,0.0,0.0,0.0,1.411485349855853
0.0004842615012106,-1.0,0.0,0.0,0.0,0.8135593220338984,0.0,0.0,-1.0,0.1840193704600484,0.0019370460048426,0.0,-0.9310548383076794
0.0004837929366231,0.0,0.0,0.0,0.0,0.6773101112723755,0.0,0.0,0.0,0.3193033381712627,-1.0,-1.0,-0.931054839581736
0.9848635729934276,0.0,0.0049790878311093,0.0,0.0,0.0,0.0003983270264887,0.0092611033658633,0.0004979087831109,0.0,0.0,0.0,1.385842201198625
0.9375309375309376,0.0148500148500148,0.0148500148500148,-1.0,0.0247500247500247,0.0024750024750024,0.0002970002970002,-1.0,0.0002970002970002,0.0,0.0,0.0,1.3017764644218974
-1.0,0.0,0.0,0.0,0.0,0.938875305623472,0.0,0.0,-1.0,0.0586797066014669,0.0019559902200489,0.0,-0.9310548253608132
0.0187891440501043,0.0,0.0036534446764091,0.001565762004175797,0.0036534446764091,0.0026096033402922,0.0,0.0,0.0,0.0015657620041753,0.0026096033402922,0.965553235908142,-0.919783346792968
0.9705475390393358,0.011860051393556,0.008895038545167,0.0,0.0039533504645186,-1.0,0.0003459181656453,0.0040521842261316,0.0003459181656453,0.0,0.0,-1.0,1.3516692299106858
0.0069444444444444,0.0009920634920634,0.0009920634920634,-1.0,0.0039682539682539,0.0019841269841269,0.0,0.0,0.0,-1.0,0.0014880952380952,0.9811507936507936,-0.9197726016989828
0.0066603235014272,-1.0,0.0095147478591817,0.0,0.0076117982873453,0.0428163653663178,0.0,0.0,-1.0,0.0023786869647954,0.0014272121788772,0.928639391056137,-0.9094233890723132
0.9719350073855244,0.0068931560807483,0.0059084194977843,0.0078778926637124,0.0029542097488921,0.0024618414574101,0.000246184145741,0.001477104874446,0.000246184145741,0.0,4.440892098500626e-16,0.0,1.3532452010258107
0.0032377428307123,0.0,-1.0,0.0023126734505087,0.0138760407030527,0.5550416281221092,-1.0,0.0,0.0,0.3700277520814061,0.0046253469010175,0.0185013876040703,-0.8905765429325507
0.0004837929366231,0.0,0.0,0.0,0.0,0.6918238993710693,0.0,0.0,0.0,0.3047895500725689,0.0029027576197387,0.0,-0.931054839581736
0.9583537481626654,0.0,0.0086232239098481,0.0254777070063694,0.0044096031357177,0.0,0.000342969132778,0.0024497795198432,0.000342969132778,0.0,0.0,0.0,1.3134600860608308
0.969942653747281,0.0098872849515523,0.0098872849515523,0.0,-1.0,0.0,0.0002471821237888,0.0058334981214158,0.0002471821237888,0.0,0.0,-1.0,1.3497589945683
0.005091649694501,0.0,0.003564154786150686,0.0,0.0071283095723014,0.0015274949083503,0.0,0.0,0.0,0.0015274949083503,0.0015274949083503,0.979633401221996,-0.910942561487782
0.6631188326736734,0.2865938323030779,0.0049412729707427,-1.0,0.0054354002678169,0.0,0.0001976509188297,0.0001482381891222,3.458891079519906e-05,0.0,0.0,-1.0,0.2799263258525622
-1.0,0.1338368146838105,0.0143396587161225,0.0,0.009559772477415,0.0,0.0003823908990966,0.0033459203670952,-1.0,0.0,0.0,0.0,0.9117839752755008
0.001031459515214,0.0,0.0,0.0,1.1102230246251565e-16,0.9871067560598248,0.003610108303249,0.0,0.0,0.003094378545642,0.0051572975760701,0.0,-0.9310525086969688
0.9554960848448806,0.0109029636237486,0.0099117851124987,0.0,0.0178412132024977,0.0,0.0002477946278124,0.0053523639607493,0.0002477946278124,0.0,0.0,0.0,1.3418666860296289
0.7555809959931311,0.1192520511352795,0.0047700820454111,0.0906315588628124,0.004770082045411517,0.0238504102270559,0.0003816065636328,0.0004770082045411,0.0002862049227246,0.0,0.0,0.0,0.600222754687714
0.9765007898894156,0.0029620853080568,0.0108609794628751,0.0,0.0029620853080568,-1.0,0.000246840442338,-1.0,0.000246840442338,0.0,0.0,0.0,1.367936822106945
0.0068192888455918,0.0019483682415976,0.0077934729663906,0.0,0.0058451047247929,0.002922552362396802,0.0,0.0,0.0,0.0038967364831953,0.0014612761811982,0.9693132001948368,-0.9144217105234655
0.968717465668534,0.0059491348966337,-1.0,0.006940657379406,0.003470328689703,0.0,0.0003470328689703,0.0042635466759208,0.0003966089931089,0.0,0.0,-1.0,1.34446173036204
-1.0,0.0,0.0034146341463414,0.0,0.073170731707317,0.0024390243902439,0.0,-1.0,0.0,0.0034146341463414,0.0014634146341463,0.9102439024390244,-0.7250539456154222
0.8332513526807672,0.12297097884899222,0.0088539104771273,0.0295130349237579,0.0034431874077717,0.0,0.0002459419576979,0.0014756517461878,0.0002459419576979,0.0,0.0,0.0,0.875941608274571
0.9558205115519716,0.0277049423638252,-1.0,0.0,0.0059367733636768,0.0,0.0003463117795478,0.0019789244545589,-1.0,0.0,0.0,0.0,1.3094389244634446
0.0067567567567567,0.0009652509652509,0.0115830115830115,0.0,0.0115830115830115,0.0482625482625485,0.0,0.0,0.0,0.0024131274131274,0.0014478764478764,0.916988416988417,-0.8982031201842725
0.9734118928553744,0.0,0.0178244293706986,0.0,-1.0,0.0,0.0001980492152299,0.0024756151903748,-1.0,0.0,0.0,0.0,1.3667528107891491
0.972710025781972,0.0,-1.0,0.0048645230335165,0.0048645230335165,-1.0,0.0002432261516758,0.0013620664493846,9.729046067033128e-05,0.0,0.0,0.0002918713820109,1.3613804034515764
-1.0,0.0,0.0,-1.0,0.0,0.9972037190536588,0.0007989374132403,0.0,0.0,0.0,0.0019973435331009,0.0,-0.9310554969952332
0.9672309672309672,0.0118800118800118,-1.0,0.0,0.0039600039600039,0.0,0.0002475002475002,-1.0,0.0002475002475002,0.0,0.0,0.0,1.3410785880539091
0.6653876748865285,0.2479996256609424,0.0187169528800711,-1.0,0.0140377146600533,0.0,0.0003743390576014,0.0018716952880071,-1.0,0.0,0.0,0.0,0.3122039006103024
-1.0,0.24807976718668,0.01908305901436,0.06201994179667,0.00954152950718,0.0,0.0004293688278231,0.0002862458852153,-1.0,0.0,0.0,0.0,0.2823597497281595
0.0,0.0,0.0,0.0,0.0,0.9990007294674887,0.0,0.0,0.0,0.0,0.0009992705325112,0.0,-0.9310554969952332
0.0009727626459143,0.0,0.0,0.0116731517509727,0.0,0.8803501945525292,0.0009727626459143,-1.0,0.0,-1.0,0.0038910505836575,0.0,-0.9310528391276514
0.9715757251834216,1.1102230246251565e-16,0.0165200913463874,0.0048588503959963,0.0048588503959963,0.0,0.0001943540158398,0.0015548321267188,4.8588503959963065e-05,0.0,0.0,0.0003887080316797,1.3577793552511808
0.824503949142747,0.1444808322095935,0.0096320554806395,0.0081872471585436,0.0096320554806395,-1.0,0.0003852822192255,0.0028896166441918,-1.0,0.0,0.0,0.0,0.861856775568399
-1.0,-1.0,0.0060174506067596,0.0030087253033798,0.0060174506067596,0.0025072710861498,0.0003008725303379,0.0250727108614983,0.0003008725303379,0.0,0.0,0.0,0.8403766322224301
0.9046290058704648,0.0009623712828409,0.0038494851313636,0.0192474256568184,0.0259840246367048,0.007698970262727811,0.0003849485131363,0.0365701087479549,0.0001924742565681,0.0,0.0,0.0004811856414204,1.192444403470212
0.9736494744561232,0.0029332681495966,0.0117330725983867,0.0029332681495966,0.0034221461745294,0.0029332681495966,0.0002444390124663,0.0014666340747983,9.777560498702709e-05,0.0,0.0,0.0005866536299193,1.3601816807770897
0.0004847309743092,0.0,0.0,0.0,0.0,0.8434318952981096,0.0,0.0,0.0,0.1512360639844886,0.0048473097430925,0.0,-0.931054837029915
9.948269001193792e-05,0.0,0.0,0.0,0.0,0.0099482690011937,0.0,0.0,0.0,0.9898527656187824,0.0,9.948269001193792e-05,-0.9310554691971654
0.0049115913555992,0.0024557956777996,0.0098231827111984,0.0,0.0127701375245579,0.0009823182711198,0.0,0.0,0.0,-1.0,-1.0,0.9656188605108056,-0.8949816132868622
-1.0,0.0,0.0146914789422135,0.0,0.0058765915768854,0.0004897159647404,0.0,-1.0,0.0,0.0009794319294809,0.0014691478942213,0.969637610186092,-0.9141140377846584
0.969534583705468,0.0,0.0079388706956435,0.0,0.0178624590651979,0.0,0.0002480897092388,0.0041679071152128,0.0002480897092388,-1.0,-1.0,0.0,1.3874685044249404
0.0,0.0,0.0,0.0,0.0,0.999000499750125,0.0,0.0,0.0,0.0,0.000999500249875,0.0,-0.9310554969952332
-1.0,0.0,-1.0,0.0,0.0,0.9994998249387286,0.0,0.0,0.0,0.0,0.0005001750612714,0.0,-0.9310554969952332
0.9616814554106974,-1.0,0.0099142418083577,0.0,0.0218113319783869,-1.0,0.0003469984632925,0.005849402666931,0.0003965696723343,0.0,0.0,0.0,1.3732299721125851
0.0,0.0,0.0,0.0,0.0,0.999996000016,2.9999880000479994e-06,0.0,0.0,9.999960000062202e-07,0.0,0.0,-0.9310554969952332
0.00484496124031,0.000968992248062,0.0116279069767441,0.000968992248062,0.0087209302325581,0.0484496124031007,0.0,0.0,0.0,0.002422480620155,0.001453488372093,0.9205426356589148,-0.906303781147044
0.0039643211100099,0.0009910802775024,0.0034687809712586,0.0,0.0069375619425173,0.0039643211100099,0.0,0.0,1.1102230246251565e-16,0.0019821605550049,0.0014866204162537,0.9772051536174432,-0.911507975513118
0.4591952716526483,0.2000454648783814,0.013639463514435,0.3091611729938626,0.006365082973403,0.004546487838145,0.0001363946351443,0.000909297567629,9.092975676290066e-05,0.0,0.0,0.0059104341895885,-0.3250322200590169
0.0009803921568627,0.0,0.0,0.0,0.0,0.6372549019607843,0.0,0.0,0.0,0.3578431372549019,0.0039215686274509,0.0,-0.9310527972721128
-1.0,0.0137207820845788,0.0053903072475131,0.0421424021169206,0.0039202234527368,0.0029401675895526,0.000245013965796,-1.0,0.0002940167589552,0.0,0.0,0.0004900279315921,1.2144968802754428
0.881851400730816,0.0974421437271619,0.0058465286236299985,0.0,0.0097442143727162,0.0029232643118148,0.0002436053593179,0.0014616321559074,9.7442143727162e-05,0.0,0.0,0.0003897685749086,1.0670542586953484
0.0004837929366231,0.0,0.0,0.0,0.0,0.6773101112723755,0.0,0.0,0.0,0.3193033381712627,0.0029027576197387,0.0,-0.931054839581736
0.0068459657701711,0.0,0.0146699266503667,3.3306690738754696e-16,0.0058679706601466,0.0019559902200489,0.0,0.0,0.0,0.0009779951100244,0.0014669926650366,0.9682151589242054,-0.914139528741174
0.0004768717215069,0.0,0.0,-1.0,0.0,0.6533142584644731,0.0,0.0,-1.0,0.3433476394849785,0.0028612303290414,0.0,-0.9310548582573004
0.0050454086781029,0.0025227043390514,0.0050454086781029,0.0,0.0050454086781029,0.0010090817356205,0.0,0.0,0.0,0.0020181634712411,0.0015136226034308,0.9778002018163472,-0.9167766220799506
0.003715400334386,0.0,0.0013932751253947,0.0046442504179825,-1.0,-1.0,9.288500835965074e-05,0.0,0.0004644250417982,0.3343860300947426,0.0,0.0013932751253947,-0.8997053415739389
0.7429793565185048,0.1441324158452668,0.0092988655384043,0.0511437604612237,0.0092988655384043,0.0418448949228194,0.0003719546215361,0.0006509205876883,0.0002789659661521,0.0,0.0,0.0,0.5681349559007647
0.0069272637308263,0.0029688273132112,0.0108857001484413,0.0,0.003958436417615,0.0029688273132112,0.0,0.0,0.0,0.0029688273132112,0.0014844136566056,0.9678377041068776,-0.9196358120623864
0.0048875855327468,0.0009775171065493,0.0039100684261974,0.0,0.0048875855327468,0.0293255131964809,0.0,-1.0,0.0,-1.0,0.001466275659824,0.9521016617790812,-0.917238607780377
0.0006706908115358,0.0,0.0,-1.0,0.0,0.6036217303822938,0.0,0.0,-1.0,0.3928331896138737,0.0028743891922966,0.0,-0.93105423352713
0.0004814636494944,0.0,0.0,0.0,0.0,0.8955223880597015,0.0,0.0,0.0,0.0991815117958594,0.0048146364949446,0.0,-0.931054845896911
0.7962770471949114,0.1239712768087886,0.019072504124429,0.0476812603110725,0.0047681260311072,0.0076290016497716,0.0003814500824885,0.0001907250412442,2.860875618664353e-05,0.0,0.0,0.0,0.7468275257012709
0.9374697043141056,0.0,0.0126030053320407,0.0,0.0184197770237518,0.0,0.0014541929229277,0.0281143965099369,0.001938923897237,0.0,0.0,0.0,1.2836953965079494
0.0,0.0,-1.0,0.0,-1.0,0.9995994993742175,0.0004005006257822,0.0,0.0,0.0,0.0,0.0,-0.9310554969952332
-1.0,0.0033655787833913,0.0163470969479008,0.0052887666596149,0.0052887666596149,0.0057695636286708,0.0003365578783391,0.0015385503009789,0.0002884781814335,-1.0,0.0,0.000326941938958,1.326295378662616
0.0049441313161277,0.0027687135370315,0.0029664787896766,0.0,0.0039553050529022,0.019776525264511,0.0,0.0,0.0,0.0603184020567586,0.0014832393948383,0.903787204588154,-0.919864792128285
0.0050454086781029,-1.0,0.0050454086781029,0.0,0.0050454086781029,0.0010090817356205,0.0,-1.0,0.0,0.0020181634712411,0.0015136226034308,0.9778002018163472,-0.9167766220799506
0.0009779951100244,0.0,0.0,0.0024449877750611,0.0,0.8459657701711492,0.0,0.0,0.0,-1.0,-1.0,0.0,-0.931052810457554
0.004880429477794,0.0,0.0,0.0,0.003904343582235237,0.0585651537335285,0.0,0.0,0.0,0.0029282576866764,0.0014641288433382,0.9282576866764276,-0.9200220510387138
0.9653429251932144,0.008263257667817,0.00680503572643798,0.0068050357264375,0.0043746658241384,0.0058328877655179,0.0003888591843678,0.0015554367374714,0.0003402517863218,0.0,0.0,0.0002916443882758,1.336045328970093
-1.0,0.0059107477095852,0.0137917446556989,0.0029553738547926,0.004925623091321,-1.0,0.0002955373854792,0.0098512461826421,0.0002955373854792,0.0,0.0,0.0,1.3188523366200622
0.9680618924816504,0.0,0.0148780003967466,0.0099186669311644,0.0039674667724657,0.0,0.0003471533425907,0.0024796667327911,0.00034715334259105557,0.0,0.0,0.0,1.3439211361350611
0.8254151070160284,0.1535656013053076,0.0095978500815817,-1.0,0.0095978500815817,0.0,0.0003839140032632,-1.0,0.0002879355024474,0.0,0.0,0.0,0.8650416311087054
0.9821711568938194,0.0,-1.0,0.0,0.0029714738510301,0.0024762282091917,-1.0,0.0038629160063391,0.0003466719492868,0.0,0.0,0.0,1.3857996951208598
0.9235993208828523,0.0582100412321125,0.0058210041232112,0.0029105020616056,0.0048508367693427,0.0029105020616056,-1.0,0.0014552510308028,-1.0,0.0,0.0,0.0,1.1984252535972364
-1.0,-1.0,0.0143815915627996,0.0,0.0,0.6855225311601151,0.0,0.0,0.0,0.2943432406519655,0.0047938638542665,0.0,-0.930762448568231
0.0068661108386463,0.0014713094654245085,0.0029426189308484,0.0,0.0039234919077979,0.0024521824423737,0.0,0.0,0.0,0.0029426189308484,0.0014713094654242,0.9779303580186366,-0.9198905911357518
0.0171314361854002,0.0,0.009517464547444732,0.1046921100218901,0.0,0.8565718092700105,0.0019034929094889,0.0004758732273722,0.0001903492909488,0.0047587322737222,0.0047587322737222,0.0,-0.9301064876295008
0.9716837611032046,0.0073612406144182,0.01079648623448,0.0,0.0039259949943563,0.0029444962457672,0.0002453746871472,0.0022574471217549,0.0002944496245767,0.0,0.0,0.0004907493742948299,1.3552853881636908
0.0067567567567567,0.0009652509652509,0.0115830115830115,0.0,0.0115830115830115,0.0482625482625482,-1.0,0.0,-1.0,0.0024131274131274,0.0014478764478764,0.916988416988417,-0.8982031201842725
0.0034687809712586,0.0009910802775024,0.0009910802775024,0.0,0.0059464816650148,0.0009910802775024,0.0,0.0,0.0,0.0009910802775029426,0.0014866204162537,0.9851337958374627,-0.9143176943050376
0.0231772090777402,0.0,-1.0,0.0,0.0,0.8450024142926122,0.0033800096571704,0.0,0.0,0.1236117817479478,-1.0,0.0,-0.9295466617320826
0.9847655083142488,0.0,-1.0,0.0,0.0,0.0,0.0003982873643333,0.004381161007667,0.0004978592054167,0.0,-1.0,0.0,1.385639873146713
0.0051308363263211,0.0020523345305284,0.006157003591585886,0.0,0.0041046690610569,0.0010261672652642,0.0,0.0,0.0,0.0020523345305284,0.0015392508978963,0.9779374037968188,-0.9193990894457152
0.635694529089119,0.206272561061366,0.0843842295251043,0.0656321785195255,0.007032019127092,0.0,0.0004219211476255,0.0002812807650836,0.00028128076508415756,0.0,0.0,0.0,0.2031029697544795
-1.0,0.0,0.0089699506652713,0.0,0.0034883141476055,0.0,0.0003488314147605,0.0029899835550904,-1.0,0.0,0.0,0.0,1.3920894659459746
0.6849834201800095,-1.0,0.0142112742775935,0.1326385599242065,0.0056845097110374,0.0,0.0003315963998105,0.0009474182851729,-1.0,0.0,0.0,0.0,0.3552601892176151
0.8273313115996968,0.1279378316906747,0.0094768764215314,0.0236921910538286,0.0094768764215314,0.0,0.0003790750568612,0.0014215314632297,0.0002843062926459,0.0,0.0,0.0,0.8715992080453225
0.6889809599180671,0.1862110702481262,0.0186211070248126,0.0977608118802662,0.0069829151343047,0.0,0.0004189749080586447,0.0007448442809925,0.0002793166053721,0.0,0.0,0.0,0.3728513812328892
0.0058422590068159,0.0,0.0034079844206426,0.0,0.0730282375851996,0.0024342745861733,0.0,0.0,0.0,0.00340798442064294,0.0014605647517039,0.9104186952288218,-0.7254567664814284
0.6615987099746602,0.175074867542041,0.12900253397834627,0.0230361667818475,0.009214466712739,0.0,0.0004146510020732,0.0013821700069108,0.0002764340013821,0.0,0.0,0.0,0.30872580987679
0.0034146341463414,0.0019512195121951,0.0029268292682926,0.0,0.0029268292682926,0.0019512195121951,0.0,0.0,3.3306690738754696e-16,0.0634146341463414,0.0014634146341463,0.9219512195121952,-0.9227898388230192
0.8368964688926256,0.1393226038914244,0.0096084554407878,-1.0,0.0096084554407878,0.0,-1.0,0.0040355512851309,0.0001441268316118,0.0,0.0,0.0,0.9063865189033268
0.0040221216691807005,0.0030165912518853,0.0050276520864756,0.0,0.0040221216691804,0.0010055304172951,0.0,0.0,0.0,0.0020110608345902,0.0015082956259426,0.97938662644545,-0.9196771948003556
0.0067961165048543,0.0009708737864077,0.0097087378640776,0.0,0.0077669902912621,0.0436893203883495,2.220446049250313e-16,0.0,0.0,0.0024271844660194,0.0014563106796116,0.9271844660194176,-0.9089770916271288
0.0018629277380135,0.0,0.0053926855574075,0.0,0.001764878909697,0.0509853907245808,0.0,-1.0,-1.0,0.0006863417982155,0.000980488283165,0.9383272869889204,-0.9260477250687366
0.8393480235170402,0.1338368146838105,0.0143396587161225,3.3306690738754696e-16,0.009559772477415,0.0,0.0003823908990966,0.0023899431193537,0.0001433965871612,0.0,0.0,0.0,0.9152187943655584
0.001031459515214,0.0,0.0,0.0,-1.0,0.9871067560598248,0.003610108303249,0.0,0.0,-1.0,0.0051572975760701,0.0,-0.9310525086969688
0.929092958298623,0.0137207820845788,0.0053903072475131,-1.0,0.0039202234527368,0.0029401675895526,0.000245013965796,0.0017641005537315,0.0002940167589552,0.0,0.0,-1.0,1.2144968802754428
0.6884007275780047,0.1865584627582668,-1.0,0.0979431929480901,0.006995942353435,-1.0,0.0004197565412061,0.000746233851033,0.0002798376941374,0.0,0.0,0.0,0.3708927934563155
0.0009680542110358,0.0,0.0,0.0,0.0,0.6292352371732817,0.0,1.1102230246251565e-16,0.0,0.3659244917715392,0.0038722168441432,0.0,-0.9310528647949812
0.0041300980898296,0.0020650490449148,0.0020650490449148,0.0,0.0030975735673722,0.0010325245224574,0.0,0.0,-1.0,-1.0,0.0015487867836861,0.9850283944243676,-0.9223011290140526
